Username,comment
Ben Audi,"So what, things change and change is what we need"
Mukhwana Kagota,Lamentions wont make you president ruto.Just get a life and move on.
Jeff Jefferson,But you betrayed me later
Briddy Bonn,"On the contrary, it is Uhuru who stood by you a ND spent a fortune to save your a** from ICC. And that's the thanks you give him?"
Alu Michael,"Kuna friends alafu kuna brothers ,those you are referring to are brothers,lesson never trust friends"
Peter Dancan,I think Uhuru has become Ruto's campaign manifesto for Kenyans. If u have been left by ur ex girlfriend u move on don't lecture us on sweet moments of honeymoon
Mitoh Patrobas,Uhuru knows you better than us
Salim De Facto Strategist,They were political competitors ... Is that so difficult to understand?  We ain't fools.
Mumasi Wanyama,"That is water under the bridge, accept umetemwa and move on."
Ignatius Ireri,dont.worry its good lesson to those.who want to work.together with.central you.can't trust its
Collince Robert,"And that's a politics niggah , no permanent friend and enemy"
Zek Bright,"These are the exact lines nlitumia on my ex na akanihurumia one night. So before elections, Uhuru must make a turn around to his ex. RUTO THE 5TH"
Baba Gaston,ambia loot all awache pang'ang'a mingi why should the  one vote he said uhuru posses perturb  him?
Davy Redeemer,It's your turn now to stood by yourself mr
Gibson Otieno Oguttu,Friendship is overrated so sometimes don't rely on it for your survival
Pennina Magero,"The past has gone, we are focusing for the future"
Princess Kate,Where are is the lie
Samwel Biwott,Just the jaluos are too bitter for Ruto
Alban Olwande,You stood by him while the other friends he has now stood with him... hahaha.
Collins Azivilwa,continue crying on...
Denis Buluma,You're looking for mercy and you're merciless
Kuloba Isaac Biloli,It is called seeking sympathy vote. And the President said that the DP refused to stand by him when he needed him most and he had to go to Raila to come quench fire in the house. 🤣
Wilson Muoch,"You made many widows, fatherless, orphans ..... Blah blah blah."
Wany Onyi,You stood by him so that you can loot
Ido Roble Ladder,"Move on , dnt b so childish"
Silvester Mudete,There's no permanent friends and enemies.
Obed Onchangu,"You also stole from his government,sema hiyo pia"
Wilber Cza,Ukiwachwa wachika bro.It hurts but you have to soldier on bro
Lord Evans Chelelgo,This guy is taking too long to understand what politics is all about.
Achieng'a Ouko,"The friends you are referring to wanted a local tribunal, you know what you wanted and how you ended up standing by UK, its your own doing, dnt act a victim dullard!"
Atoony Aswax,"Stop lementing just look for ur own votes u told has that u helped raila to become prime minister, Uhuru to become president then mek urself the president"
Machongo Senior,And the friends  are now standing by him despite you demeaning  and abusing  our president
Samwel Ouma,"Kindly accept and move on, ukishindwa uliza Dr. Alfred Mutua. Tumechoka na wewe. That year you ditched baba for your lover, nani aliongea"
Dangote KE,Dp is making Ohuru to feel guilty
Fred Ogaro,how can someone who you are competing with in an election stand by you when you two are eying the same seat? Apelekwe matare for mental analysis please
Ben Collins,"They said you stood by him because you were well taken care of financially. It is all your fault, uliweka masilahi yako mbele bila kufikiria wakenya."
Ong'ana Evechelsea Evanaeong'anae,I hear this is how ex talk 😂😂
John Zebedee Denga Mukhusia,"Huyu kijana ananung'ung'unika sana. Usije ukatumainia binadamu kwani siku zone hujui binadamu kiumbe dhaifu. Move on tell us your manifesto, jaribu kuuza sera wala si hizi yap yap"
Peter Moguche,Politics of love. Baba the 5th✅
Guyo Malicha Shune,The Betrayal In The City.
Wilbert Oscar Senior,Ruto thinks he's the only who voted Uhuru in...
Trish Ndanu,accept the divorce and move on..
Johnnie Haydon,And those Uhurus friends stood with him since 2018 when you started Kutangatanga
Binrashid Maalim,Tell him not the public you have his phone number 🤳🤳🤳🤳🤳
Joe Njoroge,The friends he have now were his competitor now that is all in the past.
Joseph Njoki,Uhuru is not himself again
Francis Makokha,Anything else you have to tell Kenya? Hell knows no fury than a DP scorned.
Magembe Benjamin,I wonder of men who cry like women....must you depend on ankther man to get what you need
Samuel Mwangi,Politics is a bout interest you can be loyal today tomorrow you rebel .
Gidi Msafi,Hakuna fuel Eldoret bana...no weapon formed against you shall prosper..Ruto the 5th
Charles Ochora,No problem   Form the next govt
Chepngetich Elicose,Kabza but his project will fail terribly
Wainaina  Shakes,"He became the president and you as his deputy president,hio game iko Sawa"
Richard Abuti,He's not telling uhuru he's telling a crowd
Wycliffe Kariuki Bruce,"We know you stood with us, when they said they mountain will lie low, we will stand with you. Wega uriagwo na Wega."
Man Stivo Ogw,Politics is self interest my friend.
Renson Mose,But you betrayed the same friend
Calvin Mose,Politics is a game of interest......no permanent friend or enemies#Sugoi Direct
Jabez Shalom Peace,7 ministries for his tribe
Barasa Muganda Emmanuel,Your friendship was paid for by Mama Ngina.
Grateful Essy,Character development everywhere. Si you just move on and stop crying.
Hon Epaalat Francis,Move on bro.
Rodgy Ongaro,Leaders are chosen by God not you......again
Samuel Makheti,God bless Raila
William Odindo,Why are you lamenting all the time? Move on
Jones Maundu Wa Mbaluka,Even thugs are friends
Bony Vodongo Wakasungura,You were paid and you can't say that 🤣🤣🤣
Lenah Esilima,"As if you didn't benefit from the same arrangement, tunajua what brought you together nani"
Dosantos Marcus Garvey,Politics their no permanent friendship
Cab Driver,Even teenagers get over a breakup quicker than this guy.
Fredrick Mamboleo,premium tears this how friendship ends
Richardz Pineappleboyz,"Ohuru sounds ungrateful,angry and confused. Si apumzike Tu!"
Fredrick Omondi,Now mdavadi and weta stand with you when you are in a trouble
Vincent Icon Nyamache,"Edward David tell him he is not the first to be thrown under the bus.. there was Saitoti who was told ""urafiki na uongozi ni tofauti. Raila was blocked from entering state house just two days after Kibaki's inaugration in 2002. Ruto is just starting..... he thought it was going to be very smooth hence the kiburi he had between 2013 and 2017. Aache utoto ya kulia lia"
Korir Philiph,"Fallacy, it's was mutual relationship stop crying like an idiot."
Moses Wainaina,Mutahi kahiga said we don't want history we want present bwana. That's past.
Ferdinand Maigi,"You didn't do it from your 💜,it was politics,,who are your friends now,,those who were opposing you 2017,,"
Kalekye Yv,"Relax bwana DP he now has kina Mudavadi,Weta et al as friends"
Martin Mwangi,"Very true, pamoja uda"
Patrick Ckorir,"Achana naye and move on,God be with dp."
Felix Bwosinde,U were paid handsomely nugu hii
Saint Biiby,Eish ....Karuuto amecatch feelings. 😆
John Kim,You can now seat down sir.
Lwanga Masinde,LootAll the cry baby. Ukiachwa achika
Chem Chem Omanga Mariita,"Also somebody is standing with you, who was not there with you then, why complain?"
Chepkemboi Kitur,Yes the fifth president
Convas Mogaka,"Who don't know that u were paid to hand Uhuru , so husijigambe hapa na ulilibwa"
Wekhichu Odero,You wanted to be a DP...move on
Byoonabye Festus Moyes,Fake moi stood with you and how do treat Gideon
Blessed Ladi,Mr ex just move on it's too late to please ur partner
Kevin Ombri,Why don't this guy make out with Nebuchadnezzar kenyatta
Hussein Yahya,i tried to impeach you too
Duncan Omondi Adika,How will that make you be Kenyan president??
Charles Omolo,That is now history! How about impeaching him?
Collins O. Obinge,"No frienship is permanent,stop crying"
Stanley Kokonya,Someone tell the DP to move on. And stop being a cry baby over spilt milk. How long shall you cry over your ex🤣🤣🤣😅
Patrick Akaka,"What is all  this lamentantions for??? People we have votes with votes and power is from the people, so no crying like a failure as a next president."
Alusa Allan,this political conman is the lord of sabotage
Sacho Kentai,Betrayal in the city
Maurice Sudi,Yuda was Jesus's desciple but betrayed him. Infact ur party sounds like Yuda. Ur party colours look like Museveni's(ur friend) NRM party.
Moses Abuso,"You were given your share as DP, you went ahead to become Mr tenga na kupotea."
Wuod Nyachola,Is Mathare MENTAL  Hospital still functional? A potential client is roaming freely on these streets!/
Frank Muasya,So your daily campaigns are all about your old lost friend?
Madamsophie K Mamake Blessing,Sa hunanga any other song apart from ulisimama? Kira
Empress Rozzy,Dictator
Stephen Kamotho,Why did u teargas the children
Henry Kissinger,Mm hata pia nlisaidia my friend kuapply loan but vile ilitoka ndo sijui sai ako wapi your not alone
James Mburu,"Wee Endelea Kulia Tu Na Hakuna Mtu Atasikia Huruma Kwako You Are A Hypocrate, A Hungry Tiger And A Power Hungry, Lakini Ungengoja Machozi Yote Umwage Tarehe 10"
Mjamaa Mkenya,Thy were not there cos thy were on the race too...so waja kutoa meno saaana
Alukaya Enoq,Doesn't he have his number 🤔
Margaret Muli,ACCEPT AND MOVE ON.
Escritt Senna,He tried rebounds but still has a thing for that one ex
Bernard Ochieng Osumba,Power hungry man 👨
David Muthami,You stood fir him and for yourself .
Alphonse Ozumba,"It's claimed Hon William Samoei Ruto was purchased to help Uhuru, so anyamaze tu. Yeye pia anunue MaDVD then 2nd term amteme"
Gilberto De Gabrio,But you stood with by him using the left leg instead of the right one 😏😏🙄
Lyse Adhiambo,Round hii hakuna wajinga Kenya...sugoi tunakupeleka by fire by force... Baba the fifth
Johnstone Mwaniki,"dr,Rutooooooooooooo mpaka mwisho,kwangu  kuna kura (8) za H E Dr William Ruto 🙏"
Ngonyo Wa Shosh,Continue standing
Peter Njuguna,"Showing respect to your boss(president), admitting your mistakes and speaking the truth always,is not asking for too much from bwana DP! Uongo ndio tunasikia kila siku kutoka kwako!"
Hongo Clement Liz,"Such is life!!😂😂😂.you expect what you give,to be given back to you??😂😂😂where on earth chief chicken seller??😂😂😂😂🙈"
Bill Krit,Quit crying. Don't be the type of wife who'll forever be in denial about divorce yet the ex-husband is out there happy and exploring new tastes.
Trizah Roselyne,Sasa friend (R.A.O.)angesimamaje na yeye yet that time pia yeye alikua amesimama kivyake.
Daniel Nganga,"My favorite incoming President uncle Willy, acha tumeze tembe hata kama kali mradi tupone.......u r a hero to be endorsed into the office, kudos!!!"
Abraham Nyariki,Remember your friends today are your enemies tomorrow and vice vasa
Manyau Bandio,"You started this saga, kiburiiii"
JamesBen Demoree,"Bitter Ex, move on"
Nyathy MacaJack,Wacha kulialia you are a man my friend
Ken Bin Sakwa,Just stop behaving like a jilted lover and move on.si lazima uhuru akusaport.be a man enough and stop this baby crying ooo
Conny Wasike,Waaa Huyu mtu Ana mdomo kama wa Mama wa plot ten. Do you have to respond to everything?  No leadership quality at all.
Dennis Lumbasyo,Move on my friend. Dont be like the ex-who refused to move on.
Allano KE,"My friend dp marriage breakup is always messy,,so just walk away and move on"
James Muriithi,Even a wife or husband at times go their ways if not satisfied. Stop telling us about this now and then.
Nyakwar Olesiolesi,"Mr sugoi man ,all this problem your facing today,it's you who created them.eat your own tomatoe"
Bonke Elegwa,"And you got paid for the services, ama?"
Adhis Mirasy,Bitter ex detected.....mara humtaki....mara unamtaka.....si uamue mara moja tu haki
John Onyuma,"Umelia umecheka,umekunia,umejinyonga...Leta pesa za Kimwerer....Huoni State House Ng'ooooo"
Nelly Joyce,Accept and move on
Shakim Metet,"If Peter denied knowing jesus who was the son of God, then who is kamwana🤣"
Anthony Ndinya,U stood by him coz your paid ama umesau hiyo
Alloys Baba Verah,"It happens, hata girlfriend akikukula kichwa na upate rafiki yake ako mhumble na anawezamake future unamwendea."
Hassan Juma Sultan,In politics there's no worse  enemy or better friend
Oscar Waswa,Ruto is acting as if he is the first one kuachwa. Hapa Nairobi tunaachwa daily na hatushindi apo. Fanya campaign daddy wacha kulialiaThis cry baby though!
Tom Jakia,Accept and move on.hamukuchomwa na wellding  mukae mile👋👋👋
Benard Oranga,"It's normal for such episodes in politics, so acha kulialia hapa, jipange kurudi sugoi mapema sana. Si lazima uwe president of this great nation."
Wycliffe Likono,"Cry baby always, nilisaidia... nikasaidia.... Ooh nikasaidia... Eish"
Susan Wanjiku,He also stood by you .  He helped you too.... Stop putting it like you're the only one who helped and stood by him....  Both of you helped and stood by each other when those you call his friends were not there .
Pesh Peshy,"So what? Should you continue singing the same chorus till August??,ukiachwa achika acha kelele mob nanii"
Brian Almeida,And they are there for him now that you're not there 😅
Mzee Yoweri Museveni,"Uhuru trying to tarnish the 5th president his name has turned against him ,he has made dp ruto get sympathy votes from Kenyans n gain more popularity , kenyans Know uhuru said this out of frustration after realizing dp ruto chances of becoming president is 100 percent."
Jackson Nganga,"Oh my God, what happened,  how can woman  forget her child,   there is an enemy between  2 of you . Na asidwe, tupate oxygen poa."
Mwana Mwega,"Rhetoric,uza Sera"
Ghazeen Yoosuf Steve,You said he had one vote and had no say
Òbòķ Gëõřgë,"Accept and move on,utashinda ukilialia kama first wife akiongezewa co-wife aje🤷 hata sisi huku kwa ground tumesimama na wengi tukaachwa na hatutangazi"
Mike Calvoh Calvoh,Aaaaah niaje opposition leader
Paul Kuria,"Mlisema yote yawezekana bila uhunye,,,kwani Tena nnasidwa?,,,mtajua hamjui,,,mungu ni wetu sisi wote"
Maximiliano Msafi,"He isn't telling Uhuru, he is telling former Jubilee supporters and the few that has remained there. Votes is important"
Innocent Omboko,Jilted ex.  Move on my fren'
Kinuthia Wanyoike,"Why,why,did you stand by him?"
Erick Owino,Heri kumrejelea aliyekupinga kwenye kinyang'anyiro kuliko aliyekutakia na hata kukupangia maafa.
Gibsony Bosco Kamaah,and vice versa
Jack Amayo,Because you wanted to eliminate me there after
Nandwa Clyve,Don't tell us go tell him.
Dennis Okiru,"Madaraka,wealth, while huyo mama mboga atateseka miaka yote"
Joseph Newborne Ejakait,"Hey Ruto yawa si uza sera jameni, mbona wachosha maskio zetu na jina Uhuru, kitendawili hawa majamaa, uliwasaidia ooh, imebaki utuambie ulimsaidia kumpeleka choo nkt!"
Hashim Maxi Kaseja,"Kwani huyu jamaa alienda shule wapi,  hiyo miaka yote amekua siasa hakuwai pitia kile kitabu cha....""in politics, there are no parmanent friends nor enemies.."""
Ouma Awuonda,Are you the first person to help others??
Stephen Akoto,So in short you need #ENDORSEMENT?
Diana Leah,"Wacha Julia Lia Kama mwanamke,umetuboo hata,kila saa n kulalamika tu"
Reigns Keya Jnr,"Matusi na vitisho haitakuongezea kura Mr tutatenga, Raila atakunyolosha asuuubuhi na mapema.Kwani ni lazima ukuwe rais hii Kenya acha ujinga nani...."
Jared Ombata,Its like when you meet  your devorced wife on the way and  starts saying nonsense things about the past and not interested at all
Mike Sierra Kilo,Ruto should move on
Alex Wekesa,"Ukiachwa unaachika ,keep on telling us bla bla bla atutaki kusikia , its your pay back time.....heri umaskini than laana!!!!"
Derrick Oriato,"My friend, remember 2002 the way Odinga campaign for Kibaki, you can't compere with the way you campaign for Uhuru sasa wacha kulalamika mambo bado, ndiyo mkoko umealika maua sawa sasa tulia."
Mulls Limbo,"The problem with you our deputy president is that you like ""forward ever backward never""  So it means you can't make a good leader."
Okiyah Mcgathoni Hazard,Umeachwa  vile uliacha mke wa pili na mwanawe
Sheiy Gicini,Alafu.... .!
Alex Osita,Boss why can't u move on unalalamika sana  ni kama kuna kaukweli flani on what the prezo said
Abdullah Abiero,Tunasikitika sana #POLE my friend
Mhandisi Willem Declerk,It's one way of telling us you are Connered
Antony Mwangi,Mr dp ndoa kavunjika naushatemwa unye ashapata mchumba jaribu mbele
Paul DE Champion,Nyumbani lazima uende...ata ulie hakuna kitu itachange.you must go to sugoi village..Rao will be your president...Again you have his number call him.
Lydiah Ndege,"Ukiachwa achika, crying baby,"
Okeyo Dawn,"So you want Uhuru to keep enemies like you do? Maisha ni mafupi nani, wacha hasira na makasiriko"
Epines Shago,Mwana ume gani sayote ni kuongea kwa raisi Mara hii  wacha maneno yako yakujigamba bwana tumechoka na vitina yako
Chep TooKim,"Don't explain too much Ruto, endelea tu kuomba kura,tunakupenda Sana an on August u will be our President elect"
Gervie Lovince,Umetuchosha mara i stood by u mara i gave u that chair mara what can u just do ur campaign and tell us what u will do both of u were elected so no one gave each other a post u claiming  u and Uhuru  know what happen btw u just find uhuru and go speak with him
Muriîthì Gerãld,Okay lemmi ask this.....is Ruto vs Uhuru? or ruto has forgotten he is competing against Baba😂😂
Bill Clinton Otieno,Poor ex
Kawambui Njoki,Its a fact kwanza nakumbuka pale junction ya kwenda lang'ata barracks
Maurice Mich,Brathe ni kama mnashindana na mulamwa kulia kila siku ni story moja unajiangusha consequences of having jokers for advisors😂😂😂
Ronnicks Odingo,"Just move on Mwesh, hiyo Ambia mama Recho."
Aron Kinyua,Who stood by you?
Blessings Luks Linda,"😂😂😂😂 the ex who have refused to move on 🤣 why dear, you said UHuru ako na kura moja na wewe umejipanga na mama mboga na boda boda kwani wako wapi ?"
Mwangi Wilson,Keep blithering and whining
Silver Ke,lakni vile uhuru amekopa pesa ivii zikiibiwa ..maisha imepanda ..kuna watu bdo wanasupport azimio surely..
Chris Naibey,Ogonda ur betrays you
Hillary Wameyo,Mpigie simu umwambie!!!
Cfuma Wa Untold Stories,You stood by him because you wanted something. After getting it you distanced yourself from him and started looking for something else yourself
Ken Wallace Jaseme,While you stood didn't you get paid for the standing?
Omwenga Junior,"acha kulia, Saitoti stood with Moi over 15yrs, the end results were, urafiki na siasa ni kitu tofauti. The uhuru friends now are Kenyans too."
Ali Mesiewa,Betrayal in the city
Njenga James,Hahaha it is over....the 5th is non other than tinga.. you betrayed your boss.
Ronald Ombasa,Let him call him or go to his office and tell him face to face.sasa anatuambia sisi tumsaidie aje???
Geoffrey Ombane,You stood with benefits 😜
Maina Wa Mburu,"Tutaskia mengi sana,  siri za wapendanao wakikosana"
Dan Karanja,"You did all that because of your own stomach!! Politics is business and self interest, SO STOP FOOLING US."
David Dahvinci Kinyanjui,"Ukiachwa, achika and move on."
Jane Katungu,Ukiachwa achika
Azimio Young Turks Grassroots Communication Coordination,Ukiwachwa wachika.
Mercy Wanjiku Ndegwa,RUTOOOO TAWEEE
Donald Mayeki,"U opposed,2010 constition,bbi hutaki,reformist kama akina agwambo hauwataki,your boss ni mbaya, sasa enda sugoi"
Juma Mwacharo Dzikowa,"Sasa kumbe bado hujaamini raisi anasupport raila,na kampeini yooote ya miaka nne bado unalia na ulisema uko na wabunge wote, mca wote,asubuui na mapema wapeleka kitendawili na wheelbarrow bondo kilio cha nini tena"
Jay Mwas,"Judas was walking with jesus always,  wasnt uhuru🤔🤔🤔"
Fredrick Ndegwa,You behave like my ex girlfriend..She has refused to move on...Move on🤣🤣🤣
James Ndung'u,Ruto anafaa azoee kuachika.You also left mama abby mr Ruto pia wewe achika Baba abby.Inauma lakini itabidi uzoee.Nunua panadol na wholesale na ukate miti.it will be messy.
Odanga Samson,#kwani huna namba yake
Naaman Owuor,Ukiachwa achika.
Mwitah  Mirumbe,Stop lamenting
Bendet Chebor,Mungu mwenyewe atakulipa
Chris Kyallo,Unalia sana msee  Tulia ufunzwe
Jack Oswanyo,Sasa anataka aje na ako na Wakikuyu na Kalenjins walishinda nao 2013 na 2017 ama naminagani sasa
Jo Jo,You whine too much...call the president and sort out the mess.sisi unatuambia tukusaidie aje.???
Glenn Okinyi,"wewe umekua mtu mladi  sanaaa  , kulia lià kila wakati kama mwana dada  ameachwa baada ya kuteremsha bendera . vaaà  kamisi naniii"
Geoffrey Lwenyi,ni uchungu lakini acha mungu afanye kazi yake.
Caroh Maina,True bitter truth malipo n apa
James H Nyaga,Kweli kabisa where was that mganga
John Wambugu Rubia,Alafu anadhani wakikuyu ni watoto yake.tutambuyia exhauster akue dereva from 2022august
Hazard Babake,"Kwani siasani kuna permanent friend or enemy,songa nanii"
Kevin Farouk Tendwa,Hio ni yako
Samku Sam,Walai Uhuru sio mzuri.....I regret giving him my vote
Peter Bishop II,😂😂😂 lakini si alikulipa na deni iliisha... Wewe pia umemlipa mudavadi ...
Lempaa Sairuni,So mow he wasn't a dynasty
Jaymz Mike,That's a old&boring story.. Ukiachwa achika.
Chris Ovita,Wembe ni ule ule !
Geoffrey Angode,Kwani utashindia kitu kimoja hata lini you accept and move on
Kioko Joshua,Ur worst enemy could b ur best friend n ur best friend ur worst enemy haijalishi ya Jana uliamua kuwa mwiba wa leo unaumiza lazima ungolewe
Carol Mutua,Kuna kaukweli hapo
Jarule Jarule,Wewe ungekua ushajinyonga ungekua mwanamke na uachwe na bwana
Lawey Lawrence,Wee ni mwanaume .....wacha kushinda umelialia bwanaa.....ama namna gani? Si ni namna iyo?....alaaaa!
Benz Cywah,"Huna ktu ingine ya kusema Nanii?, tunajua what made you stand with him, you were bought cash, and Your selfish Interest too, kupora"
Maiko Ngugi,Wakati huo hukuwa umeshikwa na tamaa ya uongozi ulijitoa mafutani mwenyewe na incase uanguke ujilaumu
Nyapolah Charles,Kwani Hana number yake ampigie
Julias Agesa,Am waiting for my Ex to beg like this 🤣
Owino Celestine,Ukiachwa achika
Lilian Konyenya,Ukiachwa achika bwana!
Jacinta Mwangi,Mungu atasumama na wewe Dr Ruto usijali
Samson Wasonga,Ukiwachwa wachika jameni!
Janet Muinde,Very true .Ruto tosha
Haddasha Hussna,Wapendanao ndo maadui zikitimia
Ruthie Eves,Ukiachwa achika Bwana Aror
Victoria Amanda,Tenda wema nenda zako
Maximillah Kathure,Don't worry fits zingine zii chako muachie mwenye vita Naye ni mungu
Pau Lyn,Ukiachwa achika..ushikwapo shikamana.
Mary Nyargem,"Ata kibaki aliruka Raila nasikuona akilia hivi,ni maishatu"
Daniel Muge,"Mungu ako Kwa upande wako,anasimama na wewe,Ni Rafiki Wa Karibu siyo kama wanadamu"
Hezron Wafula,Ukiachwa achika blaza. Uhuru has only one vote as you always say. Mbona you really want this one vote na uko na wananchi na Mungu?
Georges Hazard,God bless Ruto
Innocent Odongo,"Hata Kalonzo alidanganywa na Kibaki 2007 ,2013, 2017 na Bado ako huko"
Chirukah Kephar Ulila,Uvumilivi ni Jambo la maana sana
Willy Benz Junior,Fala hii we unapigana na uhuru ama Raila waudhi ilifaaa nikupe kura but since umejaza KIFUA madharau Kwa siasa heri ata panya akikula iyo kura
Shaya Shakir Bajamas Nurshe,"Siasa zitapita tu, ujarani wetu mwema utadumu"
Adoli Vicky,"Some of us tulishona vitenge, tulisindikizana hadi kwenye kioski, we accepted and move on, sasa hii yako pambana nayo"
Mary Vugutsa,Wachana na ndio ya watu watu hubadilika but put your trust and faith in God he never disappoint anyone...
Asikoabdi Cellitah,"My friend Ruto hiyo ni damu ya Musando and the innocent lady whom you killed,,, beba musalaba wako,, you thought 10yrs ni mingi"
Munyua Ciira,Wewe ndio ulikua ukisukuma ajenda yako kupitia Uhuru Kenyatta na ukapata nusu ya sirikali(ulijisaidia wewe  mwenyewe)
Pakaul Makau,"Hii mtu ako na shida gan kila siku ni Uhuru,Uhuru akiwa na mwigine anaitwa sijui wa nyororo twabieni vitu zingine tumechoka na hii ujinga ya daily"
John Mbugua,"At list yu were rewarded with a Dp post,shukuru kwa hio"
Job Onyango,Haki siasa haitaki makasiriko. Na usiingize kwa roho.😀😀
Mannu Ke,Ukiachwa hachika bana story na nilikua nakupeleka out hiyo ni zilizopendwa
Idah Nyagogo,"Asiyekupenda wachana naye,ukiachwa achika."
Ngich Ulemsee,Kwerraaa
Forsycah Doreen,Bibilia iko wazi.tenda wema nenda zako.move on and stop this childish
Gibson Nyamweya,"Huwezi tuharibia uchumi wetu na yk92 yako then utudanganye vile utaijenga na wheelbarrow, never ever Journey to sugoi in wheelbarrow is unstoppable Mr wheelbarrow"
Mzalendo MK,Ruto Toka hapo utafte kura wacha porojo za pesa nane
Daniel Masyuki,Yaliopita c dwele
Steve Omondi,Tumechoka na kelele zako
Ondeng'e Senior,Baba Abby analia kama mtoto move on mtu wa wheelbarrow na uongo.
Rodger's Shibembe,Lakini hakusau kiamba church incident.
Fadhil Muchai,Hawa wote wawiwili akuna mtu mzuri nikuchagua to mwenye ataendelea kututesa😎
Mannu Ke,Ruto ni kama mwanaume amenunulia dem suruari wakiachana anaaza kumtangaza move on bana
Mark Ongeri,Uhuru Kenyatta ni mnafiki tena ni msaliti. Hatoshi kibaba!
Risper Achieng Risper,Huyu mtu wa sugoi ako na mdomo kama mwanake nakwambia state house hutawai ona na macho
Joram Jee,Omba kura achana na mambo ya President anaenda retire
Glam Shine Nakuru,Tumeskia imetosha kujitetea Sir..tulia sasa kama hauku husika.
Muheba E Muheba,This person hapana!
Nyar Abok,Kwani utashinda hivyo??? Tell us something new
Oltele Gilbert,Wacha kulia sasa. Ptho!
Fred Amunga,Mambo yakulialia wachana piga campaign
Shinsuke SG Nakamura,Si apigie uhuru simu  amuambie hii maneno  amekua cry baby sikuizi
Sherry Irene,"Kwa macomplain umeshinda ,I thought wewe ni the chosen one kama wana Israel"
Nash Target,Piga campaign Wacha kulialia wewe
Hezbon Onoka,Just recollect your self and move on hapana lialia kwani we ni mwanamke?
Joseph Kinyanjui,Its true uhuru alikua amefika mwisho hadi alikua ameachia mudavadi but ruto alimpea nguvu na wakashinda but asante ya punda ni mateke
Fred Jakenya Rateng,Unaambia mtu akae ngumu na Kenya inachomeka...kubali kuwachwa uendelee na maisha.
Maryann Godiah,Ukiachwa achika
Paul Abulwa,Kata miti!
Carolyne Bushuru,😅😅😅Ruto nowadays anasoma ile book ya Lamentations kwa old testament
Joan Bor,Mokostoi...kibokityon...
Carolina Phy,Amupigie simu waongee
Kepher Otieno Ørtîz,Mpigie simu sasa. Waol gi uuuwiii.
Stephen Njau,Awache kulia😂
David Omondi,Even Raila alisema Kibaki tosha 2002 so Uhuru akisema Raila tosha hakuna ubaya tosheka na hizo miaka 10 yako
Winjolne Chris,Kwani wewe ni nani huwexi temwa🤣🤣🤣
Karomo Tony Wa,Ruto is a devil. Wachana na wakikuyu tafadhali.
Mwalimu Mose,"Ruto the 5th😁😁😁 then kibaki son the sith, na wale watu wa ""iriaini  ria  vigitoria"" hakuna kitu mtafanya."
Justine Hellen Apiyo,Crying baby...nyamaza Sasa.
Joseck Onjonjo,Tunataka president roho ngumu si kama wewe wa kulialia kila wakati.
Kurauka Shadrack,And that's why you were made the dp. Kwani unataka kulipwa mara ngapi
Vincent Ondieki,Bro take heart. Nitakubuyia sweet 😂😂😂😂
Muthui Wa Father,Ukiachwa achika
Ronald Asanya,Utashinda kulia
Bonfarce Okoth Odhiambo,"Dp don't blame your boss for not standing with you,just blame yourself and your bad speeches about your boss"
Elizabeth Kanaiza,Achika tusonge mbele
Mecheke Fredrick,Wakenya si walevi  na si wenda wasimu sisi wote tunajua ulimzaidia hiyo mihula miwili yote
Binti Athman,"I thought it was Tumemwachia Mungu, what happened?"
Alex Thomas,"Ruto ujiona wa maana sana,he thinks he's the Messiah we have all been waiting,bure kabisaa"
Eric Mcabong'o,"Uko hustlers what area you crying every now and then, unasemanga uko na watu kaa tulia uongoje ushindi"
Odongo Dennis,KELELE
Nancy Mwaga,watafuta sympathy  votes wewe
Purity Mwas,Ukiachwa achika .. character development is real my friend
Mike Anzigale,"Mwanaume ni kujikaza,stop seeking for sympathy."
Florence Moraa,Ukiachwa achika
John Mwash,"Kubali iishe na tusonge mbele ,,willy"
Juma Nanjah Rose,"Si ulisema ulimwachia Mungu,,kubali kuachika tu"
Jack Omwiwa,"Pole,you keep on reminding us tuachane na historia,na bado."
Nash Rege,Kwani hana number ya Uhunye amwambie
George Skylax Murunga,Mpigie simu umwambie personally sisi haituhusu
Dante Kante Sea,"idondori kadhako bana, Uhuru ok nyieki!"
Lenny Nikeson,Ruto aache kutuaribia maskio nakusaidia Uhuru kwani yeye akusaidiwa
Tanu Lomer,Why are you crying yet you said hiyo kura yako moja
Maurice Abuyeka,Stop lamenting everyday and night.ex girlfriend who doesn't want to move on😎
Bornface Onsa Onyimbo,No sympathy votes🤧😂😂💔
Ithe Wa Muchechere,Steve simple boy ameacha kienyeji yake na nyinyi mnatuletea vitu hazina maana
Cybrarian Demonstrator,Acha Julia Lia ka mtoto..uza sera bwana.
Trizah Atieno,Huyu mtu analiaaa
De Mario McMandila,🤣🤣🤣 Kateni miti
Benard Makolo,Ukiachwa ajika bwana Ruto
Qaddir Qaddir,Kweli yako.
Obaigwa Kepha Obaigwa,Yote tisa kumi ni kwamba BABA ndiye the 5TH.
Jok C Samo,Hehe feeling to laugh with Raila Baba and 10 million Azimionants.  Why all this na ulisema uhuru ako tu na kura moja 😁
Drizzy Dann,Uhuru na judas kitu iko different between the two ni era  pekeake
Prince Robert,"Ukiachwa, achika"
