,Username,comment,clean_comments,tags
162,Daniel Mbogo,Stand or sit with him. We are giving Raila. Actually when you stood with him Raila sat with him,Stand or sit with him We are giving Raila Actually when you stood with him Raila sat with him,"[('Raila', 'RAILA'), ('Raila', 'RAILA')]"
163,Befren Ang'ate,"Hey we iam tired  to hear  I stood, isupported  you ABC it's your time not him to do that,let Kenyans elect whom they want,coz that single person who has refused to support you can't a lone make you the Kenya prezzo,,,,",Hey we iam tired to hear I stood isupported you ABC its your time not him to do thatlet Kenyans elect whom they wantcoz that single person who has refused to support you cant a lone make you the Kenya prezzo,"[('Kenya', 'POLITICAL_PARTY')]"
164,Gavanaa Kakira Ongusi,"he hee, that's how ""arranged and conditioned"" marriages works Hon. DP!!!",he hee thats how arranged and conditioned marriages works Hon DP,"[('and', 'POLITICAL_PARTY'), ('DP', 'POLITICAL_PARTY')]"
165,Habari Ndio Hiyo,You changed your behaviour....afterall you were also bought by Uhuru and you are the biggest beneficiary of uhuruRuto government......danganya wakale saitaaaan!,You changed your behaviourafterall you were also bought by Uhuru and you are the biggest beneficiary of uhuruRuto governmentdanganya wakale saitaaaan,"[('Uhuru', 'UHURU'), ('and', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY')]"
166,Gervas Abel,I think he has Uhuru's phone number. We are not interested in their personal stories,I think he has Uhurus phone number We are not interested in their personal stories,"[('Uhuru', 'UHURU')]"
167,Nick Sirori,".. you stood by me, I agree! But why did you orchestrate an impeachment motion against me? Your thirst for power betrayed you. Don't blame your current political misfortunes on Raila Odinga or the handshake. Stop double speaking.... Oscar Sudi is going to be president before you..", you stood by me I agree But why did you orchestrate an impeachment motion against me Your thirst for power betrayed you Dont blame your current political misfortunes on Raila Odinga or the handshake Stop double speaking Oscar Sudi is going to be president before you,"[('for', 'POLITICAL_PARTY'), ('Raila', 'RAILA'), ('Odinga', 'RAILA'), ('Oscar', 'POLITICIAN')]"
168,Duke Bosco,"Understand that we can stop being friends and still be relevant, as Raila was in pain you used to mock him in public now the same pill 💊 has been served and you crying..... Meza tembe hadi chuki iishe",Understand that we can stop being friends and still be relevant as Raila was in pain you used to mock him in public now the same pill has been served and you crying Meza tembe hadi chuki iishe,"[('and', 'POLITICAL_PARTY'), ('Raila', 'RAILA'), ('and', 'POLITICIAN')]"
169,Caroline Ovolemi,Even me I have been betrayed severally with people I trusted most and I asked God for strength to move on and He's so faithful He will do the  same to you just cry like an ambulance as you move forward and let it go,Even me I have been betrayed severally with people I trusted most and I asked God for strength to move on and Hes so faithful He will do the same to you just cry like an ambulance as you move forward and let it go,"[('and', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY'), ('and', 'POLITICIAN')]"
170,Fred Kim,"Therefore people should not make new friends! Saitan,,",Therefore people should not make new friends Saitan,[]
171,Samuel Maina,Politics is about interests not friendship and allegiances keep changing. Move on sir.,Politics is about interests not friendship and allegiances keep changing Move on sir,"[('and', 'POLITICAL_PARTY')]"
172,Shadrack Kyalo,"Raila once told you that uhunye will never support you,,you abused him so much ,,now see yourself",Raila once told you that uhunye will never support youyou abused him so much now see yourself,"[('Raila', 'RAILA')]"
173,Francis Wambua,"My friend, that's what we call politics game,Raila side stood with kibaki when he was on a wheelchair""hebu tell us what happened after...... 🤔🤔🤔",My friend thats what we call politics gameRaila side stood with kibaki when he was on a wheelchairhebu tell us what happened after,"[('Raila', 'RAILA')]"
174,David Munyao,Even the best of a marriage can break. There are a myriad of reasons thereof.,Even the best of a marriage can break There are a myriad of reasons thereof,"[('of', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY')]"
175,Resly Andes,"My friend keep calm if you did good things God will answer your prayers,,,, stop complain every time you open your mouth,,,,,tenda wema nenda zako",My friend keep calm if you did good things God will answer your prayers stop complain every time you open your mouthtenda wema nenda zako,[]
176,Kritikhol Aketch,Scolding Uhuru is part of his manifesto. Ruto asked for it 😂. Jamaa analia zaidi😀. Kateni miti .,Scolding Uhuru is part of his manifesto Ruto asked for it  Jamaa analia zaidi Kateni miti ,"[('Uhuru', 'UHURU'), ('of', 'POLITICAL_PARTY'), ('Ruto', 'RUTO'), ('for', 'POLITICAL_PARTY')]"
177,Mwihaki Hegel Fredrick,"This is hilarious. Politically immature at its best. Politics isn't Romance. It is about interests. The tuboys and tugals you hang around with especially from Mt Kenya region duped you. They lied to you that , discrediting , disparaging and snearing your boss president Uhuru Kenyatta would add Political mileage to your unbridled Presidential ambitions. Fatal!!! MACHOS!!  For your information , the allegations of hatching a plan to impeach President Uhuru Kenyatta haven't been taken lightly in Mt Kenya region. Your caramaderie in this region may try as much to apply on your olive oil by telling you the things they want you to hear and see. In reality , things are getting thicker and thicker by day.  Kitaeleweka!!!",This is hilarious Politically immature at its best Politics isnt Romance It is about interests The tuboys and tugals you hang around with especially from Mt Kenya region duped you They lied to you that  discrediting  disparaging and snearing your boss president Uhuru Kenyatta would add Political mileage to your unbridled Presidential ambitions Fatal MACHOS For your information  the allegations of hatching a plan to impeach President Uhuru Kenyatta havent been taken lightly in Mt Kenya region Your caramaderie in this region may try as much to apply on your olive oil by telling you the things they want you to hear and see In reality  things are getting thicker and thicker by day Kitaeleweka,"[('and', 'POLITICAL_PARTY'), ('Kenya', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY'), ('Uhuru', 'UHURU'), ('Kenyatta', 'UHURU'), ('of', 'POLITICAL_PARTY'), ('Uhuru', 'UHURU'), ('Kenyatta', 'UHURU'), ('Kenya', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY'), ('and', 'POLITICIAN')]"
178,SirFrancis Xavier,Good morning DP kindly pick your phone 📱 and call the President direct stop including members of the public.gooday.,Good morning DP kindly pick your phone and call the President direct stop including members of the publicgooday,"[('DP', 'RUTO'), ('and', 'POLITICIAN'), ('of', 'POLITICAL_PARTY')]"
179,Moze Kim,He should also stop using DP residents as UDA office.,He should also stop using DP residents as UDA office,"[('DP', 'RUTO'), ('UDA', 'POLITICAL_PARTY')]"
180,Salesio Mutwiri,"Mr good orator, we know you too well. The earlier you start recognizing the pending loss, the better for you",Mr good orator we know you too well The earlier you start recognizing the pending loss the better for you,"[('for', 'POLITICAL_PARTY')]"
181,Emmanuel Manu,This guy is a cry baby you won't get sympathy votes .... Cry harder😭😭😭😭😭 tegea August ndio utalia machooos ndoo mzima,This guy is a cry baby you wont get sympathy votes  Cry harder tegea August ndio utalia machooos ndoo mzima,[]
182,Cliff Ogols,"This reminds me of when l married my second wife my first wife used to cry reminding me how we started when l had nothing, mngwana just get out of that marriage (resign) you are no longer trusted,the house help (matiangi) is the one doing all duties na anapewa pesa ya shopping coz you are no longer trusted the husband(uhuru) gave you money for  water (dam) ukakula nayo mandazi yioteee that's why you're having a co wife (baba) so stop crying 😭",This reminds me of when l married my second wife my first wife used to cry reminding me how we started when l had nothing mngwana just get out of that marriage resign you are no longer trustedthe house help matiangi is the one doing all duties na anapewa pesa ya shopping coz you are no longer trusted the husbanduhuru gave you money for water dam ukakula nayo mandazi yioteee thats why youre having a co wife baba so stop crying,"[('of', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY'), ('one', 'UHURU'), ('for', 'POLITICAL_PARTY')]"
183,Edwin Kiongozi,The same when you wanted to impeach Him the other friends were there for him,The same when you wanted to impeach Him the other friends were there for him,"[('for', 'POLITICAL_PARTY')]"
184,George Mburu,"You stood by Uhuru to save you from jaws of the HAUGE court,and get the DP position,plus 50% of government,tusidanganyane.",You stood by Uhuru to save you from jaws of the HAUGE courtand get the DP positionplus  of governmenttusidanganyane,"[('Uhuru', 'UHURU'), ('of', 'POLITICAL_PARTY'), ('and', 'POLITICIAN'), ('DP', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY')]"
185,Kuya Simon,There is no permanent enemy in politics,There is no permanent enemy in politics,[]
186,Benard Otieno,No permanent friends nor foes in politics..better learn this ASAP,No permanent friends nor foes in politicsbetter learn this ASAP,[]
187,Gràtiá Pléñá,So WSR what's your major problem with this repetitive remarks why can't you look for him and tell him acha kuwa mbwa kali bila meno,So WSR whats your major problem with this repetitive remarks why cant you look for him and tell him acha kuwa mbwa kali bila meno,"[('WSR', 'RUTO'), ('for', 'POLITICAL_PARTY'), ('and', 'POLITICIAN')]"
188,Kozy Kim,"It was politics time you didn't support Uhuru out of nothing you got Dp and 50%of the cabinet, so sio eti urafiki , friend is when one is in hospital bed and you campaign for him, and sikusikia Raila akilia he worked hard and he defeated kibaki only to be pm , so work hard no sympathy ulikuwa biashara gathee",It was politics time you didnt support Uhuru out of nothing you got Dp and of the cabinet so sio eti urafiki  friend is when one is in hospital bed and you campaign for him and sikusikia Raila akilia he worked hard and he defeated kibaki only to be pm  so work hard no sympathy ulikuwa biashara gathee,"[('Uhuru', 'UHURU'), ('of', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY'), ('one', 'UHURU'), ('and', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY'), ('and', 'POLITICIAN'), ('Raila', 'RAILA'), ('and', 'POLITICAL_PARTY')]"
189,Jeff Cy,So just because you stood by Uhuru you want to force Uhuru to stand by a thief yet he is allergic to thieves.!!!Haiwesmake,So just because you stood by Uhuru you want to force Uhuru to stand by a thief yet he is allergic to thievesHaiwesmake,"[('Uhuru', 'UHURU'), ('Uhuru', 'UHURU')]"
190,Maore Junior,That's why you wanted to impeached him?? Ruto will loose with a bang!!!,Thats why you wanted to impeached him Ruto will loose with a bang,"[('Ruto', 'RUTO')]"
191,Vitalis Oduor,"In politics there are NO Permanent Friends Or Enemies...Stop whining, pick the pieces and move on.",In politics there are NO Permanent Friends Or EnemiesStop whining pick the pieces and move on,"[('and', 'POLITICAL_PARTY')]"
192,Rossert G Suzan,"But even musalia,wetangula are with you now...Aisha also",But even musaliawetangula are with you nowAisha also,"[('Aisha', 'POLITICIAN')]"
193,Bethwel Wanjala,"So what.. Why are you  behaving  as if you  are new in this game?Mr Dp you hv been  long enough  in politics  to  understand  how the previous  governments  have been  working.Raila campaigned for kibaki in 2002 and you knw what happened  later,So it's high time  you  stop reminding  us on how you helped uhuru because  I assure you it won't  add any value  to your campaigns.",So what Why are you behaving as if you are new in this gameMr Dp you hv been long enough in politics to understand how the previous governments have been workingRaila campaigned for kibaki in and you knw what happened laterSo its high time you stop reminding us on how you helped uhuru because I assure you it wont add any value to your campaigns,"[('Raila', 'RAILA'), ('for', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY')]"
194,Faith Kalunda,And does that justify you to impeach and _ _ _ _ him? At first I was for you but your deeds made me change to Azimio with Baba the 5th president of Kenya,And does that justify you to impeach and     him At first I was for you but your deeds made me change to Azimio with Baba the th president of Kenya,"[('and', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY'), ('Azimio', 'POLITICAL_PARTY'), ('Baba', 'RAILA'), ('of', 'POLITICAL_PARTY'), ('Kenya', 'POLITICAL_PARTY')]"
195,Samantha Black,William Ruto all the way,William Ruto all the way,"[('William', 'POLITICIAN'), ('Ruto', 'RUTO')]"
196,Moses Nondo,Bring your friends as well as your enemies closer so that you could learn and know them very well or bad Moi said don't confuse politics with friendship,Bring your friends as well as your enemies closer so that you could learn and know them very well or bad Moi said dont confuse politics with friendship,"[('and', 'POLITICAL_PARTY'), ('Moi', 'POLITICIAN')]"
197,Zablon Nyamongo,My friend things do change.... stop crying focus on your campaigns....Baba the 5th.,My friend things do change stop crying focus on your campaignsBaba the th,"[('Baba', 'RAILA')]"
198,Peter Okongo,Don't you've the president's phone no? Just call him and tell him all. In fact we're ordinary Kenyans we don't have access to him surely.,Dont youve the presidents phone no Just call him and tell him all In fact were ordinary Kenyans we dont have access to him surely,"[('and', 'POLITICAL_PARTY')]"
199,Sophia Lusisa,there are good men who stand by us ladies but they are not the one then the next day you meet someone you be happily married earth  is always tough,there are good men who stand by us ladies but they are not the one then the next day you meet someone you be happily married earth is always tough,"[('one', 'UHURU')]"
200,Dan Shavola,"And Uhuru stood by Mt.Kenyans, when the other guy was beating and burning them alive now the mt.kenyans have abandoned Him when Ruto is antagonizing him they,ve  joined him,who betrayed who?",And Uhuru stood by MtKenyans when the other guy was beating and burning them alive now the mtkenyans have abandoned Him when Ruto is antagonizing him theyve joined himwho betrayed who,"[('Uhuru', 'UHURU'), ('and', 'POLITICAL_PARTY'), ('Ruto', 'RUTO')]"
201,Philip Mallah,"Why lament so much now ,... you also friends like Mudavadi and Wetengula equal principal's who were also there at that time !!!.",Why lament so much now  you also friends like Mudavadi and Wetengula equal principals who were also there at that time ,"[('Mudavadi', 'POLITICIAN'), ('and', 'POLITICAL_PARTY')]"
202,Wilfred Magalasia,"Stop this crying and begging, you're confusing your support base.",Stop this crying and begging youre confusing your support base,"[('and', 'POLITICAL_PARTY')]"
203,Evans Nyabuti,"Those friends are standing by him now that you are against him, you stood by him alone because you dint want other friends near him.",Those friends are standing by him now that you are against him you stood by him alone because you dint want other friends near him,[]
204,Kimani Gitau,Kafukuswi i thought Uhuru has only one vote,Kafukuswi i thought Uhuru has only one vote,"[('Uhuru', 'UHURU'), ('one', 'UHURU')]"
205,Bonfacemutinda Mwanzia,"We are tired of your stories , move on ,uwachwa achika ma fred , tell what intend to do when elected ,unajiagusha Sana,",We are tired of your stories  move on uwachwa achika ma fred  tell what intend to do when elected unajiagusha Sana,"[('of', 'POLITICAL_PARTY')]"
206,Stephen Omutanyi,"He should stop crying now. Even Mutua stopped crying. As men we pass through a lot, but we move on and forget what's behind.",He should stop crying now Even Mutua stopped crying As men we pass through a lot but we move on and forget whats behind,"[('Mutua', 'POLITICIAN'), ('and', 'POLITICAL_PARTY')]"
207,Liech Radhanja,Ruto you were bought in 2013 @ 2b. That's  why Uhuru has held up his head in disregard to your candidature because he knows he owes you nothing!!!,Ruto you were bought in b Thats why Uhuru has held up his head in disregard to your candidature because he knows he owes you nothing,"[('Ruto', 'RUTO'), ('Uhuru', 'UHURU')]"
208,Fred Awino,"When the alligator comes out of water and says that the crockodile is sick we must believe, cos they both stay in water so Uhuru knows you than we do.",When the alligator comes out of water and says that the crockodile is sick we must believe cos they both stay in water so Uhuru knows you than we do,"[('of', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY'), ('Uhuru', 'UHURU')]"
209,Timothy Theuri,Come up with a new narrative to gain votes not that you supported Uhuru. You the same people saying Uhuru has one vote yet you seem to be bitter about him not you. Give us your track record and from it we decide to vote you in or not. Leave Uhuru out of this or you will also answer some questions we have for him,Come up with a new narrative to gain votes not that you supported Uhuru You the same people saying Uhuru has one vote yet you seem to be bitter about him not you Give us your track record and from it we decide to vote you in or not Leave Uhuru out of this or you will also answer some questions we have for him,"[('Uhuru', 'UHURU'), ('Uhuru', 'UHURU'), ('one', 'UHURU'), ('and', 'POLITICIAN'), ('Uhuru', 'UHURU'), ('of', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY')]"
210,Bundi Franklin,LETS TALK ABOUT IT SO THAT WE CAN KNOW WHO UHURU IS,LETS TALK ABOUT IT SO THAT WE CAN KNOW WHO UHURU IS,[]
211,Charles B G Ouma,Strategically. As the Manchurian Candidate!,Strategically As the Manchurian Candidate,[]
212,KonkiRunda MpendaLily,"Move on bwana,  move on kabisa you have Mudavadi , Weta and Moses Kuria aren't they enough,  then you are also the Mt Kenya Kingpin",Move on bwana move on kabisa you have Mudavadi  Weta and Moses Kuria arent they enough then you are also the Mt Kenya Kingpin,"[('Mudavadi', 'POLITICIAN'), ('and', 'POLITICAL_PARTY'), ('Moses', 'POLITICIAN'), ('Kuria', 'POLITICIAN'), ('Kenya', 'POLITICAL_PARTY')]"
213,Peter Wa Mwandawiro,"Jesus said, I have choose the 12 of you (Disciples) yet one of you is a Devil! After 34 years in power, God has çonfused the people from the mountain! By the time they are back to their senses, it will take another 50 years to capture power again. We see the 34 years + the 24 years of Moi in our economy today. I am happy and sure someone from another tribe can take over from where we are today. I give God all the glory. Amen",Jesus said I have choose the of you Disciples yet one of you is a Devil After years in power God has onfused the people from the mountain By the time they are back to their senses it will take another years to capture power again We see the years  the years of Moi in our economy today I am happy and sure someone from another tribe can take over from where we are today I give God all the glory Amen,"[('of', 'POLITICAL_PARTY'), ('one', 'UHURU'), ('of', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY'), ('Moi', 'POLITICIAN'), ('and', 'POLITICIAN')]"
214,Tony Msindai Tonio,You claim to be a democratic.  How could there be a competition if NASA supported Jubilee?  Sometimes you have to think before yapping.  And by the way si uko na namba ya Uhuru umpigie badili ya kutangaza.,You claim to be a democratic How could there be a competition if NASA supported Jubilee Sometimes you have to think before yapping And by the way si uko na namba ya Uhuru umpigie badili ya kutangaza,"[('Jubilee', 'POLITICAL_PARTY'), ('Uhuru', 'UHURU')]"
215,Wycliffe Asuga,Even Raila stood with you when nobody was around you,Even Raila stood with you when nobody was around you,"[('Raila', 'RAILA')]"
216,Cde Maruko Nyatara,"With a payment of 4B, 50% of government positions and DP position anyone could have stood with and by him.",With a payment of B  of government positions and DP position anyone could have stood with and by him,"[('of', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY'), ('and', 'POLITICIAN'), ('DP', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY')]"
217,John Wachira,"What about the7 billions you received to support him, with half of the government posts, support iwe buree, hypocrisy of the highest level",What about the billions you received to support him with half of the government posts support iwe buree hypocrisy of the highest level,"[('of', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY')]"
218,Gerald Omondi,"We ulijiaribia Mwenyewe, how can you overthink to overthrow government",We ulijiaribia Mwenyewe how can you overthink to overthrow government,[]
219,Blacs 039,Unataka aku support wth yo yap yap mouth full of lies😀💪,Unataka aku support wth yo yap yap mouth full of lies,"[('of', 'POLITICAL_PARTY')]"
220,Patrick Otieno,"Kumbe ata one vote ni more important ,see now the way people are crying and tujaanza kuzunguka mountain, where is Atwoli to remained sigoi people kuendelea kukata mit",Kumbe ata one vote ni more important see now the way people are crying and tujaanza kuzunguka mountain where is Atwoli to remained sigoi people kuendelea kukata mit,"[('one', 'UHURU'), ('and', 'POLITICAL_PARTY')]"
221,Godfrey Wandera,"Man up and fight to market yourself instead of lamenting. I thought you know the bible says, ""cursed is he that trusts in man"" ama wewe  husoma bible ipi? I thought you should know",Man up and fight to market yourself instead of lamenting I thought you know the bible says cursed is he that trusts in man ama wewe husoma bible ipi I thought you should know,"[('and', 'POLITICIAN'), ('of', 'POLITICAL_PARTY')]"
222,Mungai Mungai,You are wrong mr. Dp . You stood against him.,You are wrong mr Dp  You stood against him,[]
223,Ezekiel Mumu,"Don't cry foul,you didn't sustain the spirit,to the end,you failed to endure, tolerate,show loyalty obedience support,and left after the first term,all is your own doing,now nurture the present situation, alone,God for us all.",Dont cry foulyou didnt sustain the spiritto the endyou failed to endure tolerateshow loyalty obedience supportand left after the first termall is your own doingnow nurture the present situation aloneGod for us all,"[('and', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY')]"
224,King Mazale,Standing by him doesn't opine you to misbehave as he watch.,Standing by him doesnt opine you to misbehave as he watch,[]
225,Sunchezz Kibz,Even uhuru stood with you when you had no one to be associated with you....ulifukizwa ODM na pia jubilee umefukuzwa..i think u have a mentally problem,Even uhuru stood with you when you had no one to be associated with youulifukizwa ODM na pia jubilee umefukuzwai think u have a mentally problem,"[('one', 'UHURU'), ('ODM', 'POLITICAL_PARTY')]"
226,Genga Joshua,"Hey can you please give us a break of hoo I made u president, hoo I stood by u, I campaigned for you please it's high time u gave us ur manifesto rather than this lecture to the president, we are tired.",Hey can you please give us a break of hoo I made u president hoo I stood by u I campaigned for you please its high time u gave us ur manifesto rather than this lecture to the president we are tired,"[('of', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY')]"
227,Ben Bos,I thought you being 'Dr' should be aware that repeating one thing everytime you become boring.,I thought you being Dr should be aware that repeating one thing everytime you become boring,"[('one', 'UHURU')]"
228,Bonny Sparks,Huyu atalia ka mwanamke hadi lini? Uhuru ditched you because of many unavoidable reasons so why don't you let that go and fight for your political career?,Huyu atalia ka mwanamke hadi lini Uhuru ditched you because of many unavoidable reasons so why dont you let that go and fight for your political career,"[('Uhuru', 'UHURU'), ('of', 'POLITICAL_PARTY'), ('and', 'POLITICIAN'), ('for', 'POLITICAL_PARTY')]"
229,Fulgence Obernder,Uhuru helped more than you helped him because you were very poor before joining him. You were only popular in your district but now you brag to be national figure. Just appreciate and move on.,Uhuru helped more than you helped him because you were very poor before joining him You were only popular in your district but now you brag to be national figure Just appreciate and move on,"[('Uhuru', 'UHURU'), ('and', 'POLITICAL_PARTY')]"
230,Kim Kim,OUR president moved on to another level with those whose principles HAVE not been modified against money!,OUR president moved on to another level with those whose principles HAVE not been modified against money,[]
231,Ja Migori,"You did not stand by him, you were brought together by circumstances. You then betrayed the intentions and he decided to distance himself from you",You did not stand by him you were brought together by circumstances You then betrayed the intentions and he decided to distance himself from you,"[('and', 'POLITICAL_PARTY')]"
232,Odede Kobonyo,"Growth is key ,don't you have weaknesses why capitalise on your other human beings weaknesses and yet they don't talk of yours",Growth is key dont you have weaknesses why capitalise on your other human beings weaknesses and yet they dont talk of yours,"[('Growth', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY')]"
233,Müm Mwaüra,Tell lt all!! We witnessed that!,Tell lt all We witnessed that,[]
234,Julius Muchiri,Address the president don't say it in political gathering,Address the president dont say it in political gathering,[]
235,Joshua Mutwiri Nkubiria,You stood by each other. You still draw the same salary since day one and you live in the same government houses since you stood by one another.,You stood by each other You still draw the same salary since day one and you live in the same government houses since you stood by one another,"[('one', 'UHURU'), ('and', 'POLITICAL_PARTY'), ('one', 'UHURU')]"
236,John Gitonga,"Uhuru stood by you when he told Mt Kenya to forgive and move forward, when all people in Mt Kenya were not willing to accept you Uhuru stood with you he moved around Mt Kenya convincing them you are the best to work with and they accepted you as Uhuru's running mate.",Uhuru stood by you when he told Mt Kenya to forgive and move forward when all people in Mt Kenya were not willing to accept you Uhuru stood with you he moved around Mt Kenya convincing them you are the best to work with and they accepted you as Uhurus running mate,"[('Uhuru', 'UHURU'), ('Kenya', 'POLITICAL_PARTY'), ('and', 'POLITICIAN'), ('Kenya', 'POLITICAL_PARTY'), ('Uhuru', 'UHURU'), ('Kenya', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY'), ('Uhuru', 'UHURU')]"
237,Iraya Didday Kamau,"Don't worry my fren thats what politics is all about, no permanent friend or enemy.",Dont worry my fren thats what politics is all about no permanent friend or enemy,[]
238,Oscar Okoth,Uhuru stood by you and made you DP with powerful ministries(50-50) that you dished to your closest Kalenjin associates bwana Ruto.,Uhuru stood by you and made you DP with powerful ministries that you dished to your closest Kalenjin associates bwana Ruto,"[('Uhuru', 'UHURU'), ('and', 'POLITICAL_PARTY'), ('DP', 'RUTO'), ('-', 'POLITICAL_PARTY'), ('Ruto', 'RUTO')]"
239,Ezzy Mash,Listen to the tone of his voice! He scares me. Huyu! Ahaaa.,Listen to the tone of his voice He scares me Huyu Ahaaa,"[('of', 'POLITICAL_PARTY')]"
240,Ostrich Wa Kaitheri,You stood by him backstabbing him! Mbwe ino!,You stood by him backstabbing him Mbwe ino,[]
241,Steven Tololo,"Uhuru is using desperate measures to campaign, hiding behind corridors of state house and crying to his mum wouldn't help",Uhuru is using desperate measures to campaign hiding behind corridors of state house and crying to his mum wouldnt help,"[('Uhuru', 'UHURU'), ('of', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY')]"
242,Peter Mboya Mule,The Ruto who stood by Uhuru' ten years ago is not the same Ruto who is today.things have changed in character and power has only amplified his real character well.,The Ruto who stood by Uhuru ten years ago is not the same Ruto who is todaythings have changed in character and power has only amplified his real character well,"[('Ruto', 'RUTO'), ('Uhuru', 'UHURU'), ('Ruto', 'RUTO'), ('and', 'POLITICAL_PARTY')]"
243,Aringo Caryl,"...and much did Mama Ngina give you to support her son? Give us the whole story. A bought loyalty is submissive, and once used can be dumped.  Just go back to the boardroom.",and much did Mama Ngina give you to support her son Give us the whole story A bought loyalty is submissive and once used can be dumped Just go back to the boardroom,"[('and', 'POLITICAL_PARTY'), ('and', 'POLITICIAN')]"
244,Mose Mose,"Raila Odinga also stood by Uhuru Kenyatta when u planned to  impeached him, delete him completely..",Raila Odinga also stood by Uhuru Kenyatta when u planned to impeached him delete him completely,"[('Raila', 'RAILA'), ('Odinga', 'RAILA'), ('Uhuru', 'UHURU'), ('Kenyatta', 'UHURU')]"
245,Mwaramu Sheriff-Nomis,"Ruto is heartbroken, Stop cuddling on you past,move on",Ruto is heartbroken Stop cuddling on you pastmove on,"[('Ruto', 'RUTO')]"
246,Imbanga Tonny,So what you were in business well paid everyone,So what you were in business well paid everyone,[]
247,Daniel Benson,And they  stood with him when you decided to impeach him,And they stood with him when you decided to impeach him,[]
248,Omwenga Doug,"Stop this nonsense Ruto, even in real marriage break ups and betrayal do happene, you're crying too much 🤣🤣🤣🤣seaking sympathy,, shame on you",Stop this nonsense Ruto even in real marriage break ups and betrayal do happene youre crying too much seaking sympathy shame on you,"[('Ruto', 'RUTO'), ('and', 'POLITICIAN')]"
249,Tito Musyoki,Raila supported kibaki more than you na akamruka my friend,Raila supported kibaki more than you na akamruka my friend,"[('Raila', 'RAILA')]"
250,Moniques Danielson,"Haki Ruto can make a good wife, he knows how to mourn, see the way he has been crying for Uhuru who has moved on",Haki Ruto can make a good wife he knows how to mourn see the way he has been crying for Uhuru who has moved on,"[('Ruto', 'RUTO'), ('for', 'POLITICAL_PARTY'), ('Uhuru', 'UHURU')]"
251,Fred Nyakundi,Wacha kulia it's going to be tough ukiwa opposition,Wacha kulia its going to be tough ukiwa opposition,[]
252,Nominated Governor,Ruto was paid for playing his part awache makasiriko,Ruto was paid for playing his part awache makasiriko,"[('Ruto', 'RUTO'), ('for', 'POLITICAL_PARTY')]"
253,Josh Lesiamon,"You should differentiate friendship and leadership,you were his friend but he saw leadership qualities from another man",You should differentiate friendship and leadershipyou were his friend but he saw leadership qualities from another man,"[('and', 'POLITICAL_PARTY')]"
254,Charles Miguanga,Even raila stood with kibaki his father also stood with kenyatta wacha kutuletea bana,Even raila stood with kibaki his father also stood with kenyatta wacha kutuletea bana,[]
255,Dennoh Diaby,"The Ex who has refused to move on,i thought you brags alot about having God and people.you should not complain, Majority of us who have brains understands what happened and what will happen in future.we will not entertain you this time round,we are going to put you where you belong soon..",The Ex who has refused to move oni thought you brags alot about having God and peopleyou should not complain Majority of us who have brains understands what happened and what will happen in futurewe will not entertain you this time roundwe are going to put you where you belong soon,"[('and', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY'), ('and', 'POLITICIAN')]"
256,Winky Winrose,Is it confession  time? I also queued  for 5 hours to vote for you but when i applied for  helb loan i never received  it,Is it confession time I also queued for hours to vote for you but when i applied for helb loan i never received it,"[('for', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY')]"
257,JM Wainaina,Don't worry somei we who supported uhuru knows that. And we will pay for it coz you deserve it. Those accusing you majority supported BABA and they can't understand . We were told we will le down like envelope but ww ukasema noo...... Tukagua nawe uriri akorwo nikuo ukagua,Dont worry somei we who supported uhuru knows that And we will pay for it coz you deserve it Those accusing you majority supported BABA and they cant understand  We were told we will le down like envelope but ww ukasema noo Tukagua nawe uriri akorwo nikuo ukagua,"[('for', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY')]"
258,Boniface Otieno,Friends were still doing their official duty.,Friends were still doing their official duty,[]
